Filename,"Asset ID","Folder ID",CUSTOMFIELD1,CUSTOMFIELD20,CUSTOMFIELD21,CUSTOMFIELD22,CUSTOMFIELD23,CUSTOMFIELD24,CUSTOMFIELD25,CUSTOMFIELD26,CUSTOMFIELD27,CUSTOMFIELD28,CUSTOMFIELD29,CUSTOMFIELD30,CUSTOMFIELD31,CUSTOMFIELD32,CUSTOMFIELD33,CUSTOMFIELD34,CUSTOMFIELD35,CUSTOMFIELD36,CUSTOMFIELD40,CUSTOMFIELD52,CUSTOMFIELD53,CUSTOMFIELD54,Width,Height,KEYWORD
"12.21.2009 Mayor Bloomberg and Speaker Quinn Announce Final Rezoning for Redevelopment of Hudson Yards Area.docx",98805504,6862025,New,"Related Companies",,,,,,,,,,,,,,,,,,,12/21/09,11/19/19,,,"E-Announcements,Releases,Politicians,Mayor Michael Bloomberg,Politicians,Speaker Christine Quinn,Americas,United States,NY - New York,Hudson Yards"
"10 Hudson Yards Opening Invitation.pdf",98805503,6861956,New,"Related Companies",,,,,,,,,,"10HY Opening Invitation",,,,,,,,,,11/20/19,504,612,"E-Announcements,Invitations,Eastern Rail Yard,10 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
"09.14.16 Hudson Yards Unveils Design of Public Square and Gardens and Monumental Centerpiece.docx",98805501,6862018,New,"Related Companies",,,,,,,,,,,,,,,,,,,9/14/16,11/19/19,,,"Documents,Eastern Rail Yard,Landscape,Americas,United States,NY - New York,Hudson Yards"
"30 Hudson Yards and Retail, Viewed from the No. 7 Subway Station (c) Related-Oxford.jpg.jpg",98805499,6861946,New,"Related Companies",,,,,,,,,,"30 HY and Retail Viewed from the No. 7 Subway Station",,,,,,,,,,11/24/19,4620,3026,"Design Documents,Renderings,Eastern Rail Yard,30 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
"55 Hudson Yards, Looking West from 34th St. (c) Related-Oxford-Mitsui.jpg.jpg",98805498,6861938,New,,,,,,,,,,,"55 HY Looking West from 34th Street",,,,,,,,,,11/24/19,6000,3834,"Design Documents,Renderings,Hudson Yards North,55 Hudson Yards"
"55 Hudson Yards, Looking West from 34th St. (c) Related-Oxford-Mitsui.jpg.jpg",98805498,6861938,New,,,,,,,,,,,"55 HY Looking West from 34th Street",,,,,,,,,,11/24/19,6000,3834,"Design Documents,Renderings,Hudson Yards North,55 Hudson Yards"
"10 Hudson Yards Topping Out - 2 (c) Joe Woolhead.jpg",98805495,6861946,New,"Related Companies",,,,,,,,,,"10HY Topping Out",,,,,,,Construction,,,11/24/19,5523,3744,"Photographers,Joe Woolhead,Eastern Rail Yard,10 Hudson Yards"
"10 Hudson Yards, East Lobby (c) Related-Oxford.jpg",98805494,6861938,New,,,,,,,,,,,"10HY East Lobby",,,,,,,,,,11/24/19,5000,2700,"Design Documents,Renderings,Eastern Rail Yard,10 Hudson Yards"
"10 Hudson Yards, East Lobby (c) Related-Oxford.jpg",98805494,6861938,New,,,,,,,,,,,"10HY East Lobby",,,,,,,,,,11/24/19,5000,2700,"Design Documents,Renderings,Eastern Rail Yard,10 Hudson Yards"
20131204-IMG_3226-Credit+Joe+W-2948231699-O.jpg,98805487,6862008,New,"Related Companies",,,,,,,,,,,,,,,,,,,,11/24/19,2700,1800,"Photographs,Events,Photographers,Joe Woolhead,Eastern Rail Yard,10 Hudson Yards"
HY_PressKit_July_2016.pdf,98805485,6861982,New,,,,,,,,,,,,,,,,,,,,,11/19/19,612,792,
HY_PressKit_October2013.pdf,98805484,6861979,New,,,,,,,,,,,,,,,,,,,,10/1/13,11/19/19,654,834,"Americas,United States,NY - New York,Hudson Yards"
"Platform Graphic - Horizontal - Hi Res.pdf",98805483,6861928,New,"Related Companies",,,,,,,,,,"Platform Graphic",,,,,,,,,,11/20/19,1224,792,"Fact Sheet,Graphic,Eastern Rail Yard,Land Co-Platform"
"Platform Graphic - Horizontal - Hi Res.pdf",98805483,6861928,New,"Related Companies",,,,,,,,,,"Platform Graphic",,,,,,,,,,11/20/19,1224,792,"Fact Sheet,Graphic,Eastern Rail Yard,Land Co-Platform"
"Platform Graphic - Horizontal - Hi Res.pdf",98805483,6861928,New,"Related Companies",,,,,,,,,,"Platform Graphic",,,,,,,,,,11/20/19,1224,792,"Fact Sheet,Graphic,Eastern Rail Yard,Land Co-Platform"
HY_PressKit_General_082417.pdf,98805482,6861985,New,"Related Companies",,,,,,,,,,,,,,,,,,,8/24/17,11/19/19,612,792,"Americas,United States,NY - New York,Hudson Yards"
"07.22.2015 Hudson Yards to House Smartest Park in Town.docx",98805481,6862016,New,"Related Companies",,,,,,,,,,,,,,,,,,,7/22/15,11/19/19,,,"Documents,Eastern Rail Yard,Landscape,Americas,United States,NY - New York,Hudson Yards"
"08.25.14 Hudson Yards Exhibit Advisory.docx",98805480,6862015,New,"Related Companies",,,,,,,,,,,,,,,,,,,8/25/14,11/19/19,,,"E-Announcements,ReleasesAmericas,United States,NY - New York,Hudson Yards"
"Final_Press Kit_High Res.pdf",98805476,6861981,New,,,,,,,,,,,,,,,,,,,,,11/19/19,612,792,
"06.27.2016 Asset Management Firm Point72 Moving New York City Office to 55 Hudson Yards.docx",98805474,6862018,New,"Related Companies",,,,,,,,,,,,,,,,,,,6/27/16,11/19/19,,,"Documents,Approved,Office,Point72 Asset Management,Hudson Yards North,55 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
HY_PressKit_August_2016.pdf,98805471,6861982,New,"Related Companies",,,,,,,,,,,,,,,,,,,8/1/16,11/19/19,612,792,"Americas,United States,NY - New York,Hudson Yards"
"HY_Retail_Marketing_7 Stories_022717.pdf",98805470,6861988,New,"Related Companies",,,,,,,,,,,,,,,,,,,2/27/17,11/19/19,1224,792,"Fact Sheet,Graphic,Eastern Rail Yard,20 Hudson Yards - Retail,Americas,United States,NY - New York,Hudson Yards"
"Hudson Yards Site Map 01.27.16.pdf",98805467,6861952,New,"Related Companies",,,,,,,,,,,,,,,,,,,1/27/16,11/20/19,1191,842,"MapsAmericas,United States,NY - New York,Hudson Yards"
HY_PressKit_General_062817.pdf,98805463,6861991,New,,,,,,,,,,,,,,,,,,,,,11/19/19,612,792,
HY_PlatformGraphic_May_2016.pdf,98805462,6861982,New,"Related Companies",,,,,,,,,,,,,,,,,,,5/1/16,11/19/19,1200,792,"Fact Sheet,Graphic,Eastern Rail Yard,Land Co-Platform,Americas,United States,NY - New York,Hudson Yards"
Press_Invite_3.pdf,98805449,6861943,New,,,,,,,,,,,,,,,,,,,,,11/20/19,576,648,"E-Announcements,Invitations"
"Platform Graphic - Vertical - Hi Res.pdf",98805443,6861928,New,"Related Companies",,,,,,,,,,"Platform Graphic",,,,,,,,,,11/20/19,1728,2592,"Fact Sheet,Graphic,Eastern Rail Yard,Land Co-Platform"
"Platform Graphic - Vertical - Hi Res.pdf",98805443,6861928,New,"Related Companies",,,,,,,,,,"Platform Graphic",,,,,,,,,,11/20/19,1728,2592,"Fact Sheet,Graphic,Eastern Rail Yard,Land Co-Platform"
"small 55 Hudson Yards with No. 7 Subway Canopy and 10 Hudson Yards - Photo Credit Joe Woolhead.jpg",98805434,6861928,New,"Related Companies",,,,,,,,,,"Small 55HY with No. 7 Subway Canopy and 10HY",,,,,,,,,,11/24/19,756,504,"Photographers,Joe Woolhead,Americas,United States,NY - New York,Hudson Yards"
"12.02.13 Birthday Advisory.docx",98805430,6862013,New,"Related Companies",,,,,,,,,,,,,,,,,,,12/2/13,11/19/19,,,"E-Announcements,Releases,Eastern Rail Yard,10 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
"06.04.2014 Related and Oxford Properties Group Unveil 55 Hudson Yards.docx",98805424,6862014,New,"Related Companies",,,,,,,,,,,,,,,,,,,6/4/14,11/19/19,,,"E-Announcements,Releases,Hudson Yards North,55 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
"10.29.2015 KKR Moving to Hudson Yards.docx",98805421,6862016,New,"Related Companies",,,,,,,,,,,,,,,,,,,10/29/15,11/19/19,,,"Documents,Approved,Office,KKR & Co. LLP,Eastern Rail Yard,30 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
"Fairway to Hudson Yards Final Release.docx",98805420,6862013,New,"Related Companies",,,,,,,,,,,,,,,,,,,8/8/13,11/19/19,,,"E-Announcements,Releases,Prospective,Retail,Fairway Market,Eastern Rail Yard,10 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
"small 55 Hudson Yards Billboard Assembly - Photo Credit Joe Woolhead.jpg",98805419,6861928,New,"Related Companies",,,,,,,,,,"Small 55HY Billboard Assembly",,,,,,,,,,11/24/19,756,504,"Photographers,Joe Woolhead,Hudson Yards North,55 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
"Platform Graphic - Vertical - Lo Res.pdf",98805417,6861928,New,"Related Companies",,,,,,,,,,"Platform Graphic",,,,,,,,,,11/20/19,1728,2592,"Fact Sheet,Graphic,Eastern Rail Yard,Land Co-Platform"
"Press Kit - Hi Res.pdf",98805414,6861935,New,,,,,,,,,,,,,,,,,,,,,11/20/19,612,792,"Fact Sheet,Press Kit"
"Press Kit - Hi Res.pdf",98805414,6861935,New,,,,,,,,,,,,,,,,,,,,,11/20/19,612,792,"Fact Sheet,Press Kit"
"Press Kit - Hi Res.pdf",98805414,6861935,New,,,,,,,,,,,,,,,,,,,,,11/20/19,612,792,"Fact Sheet,Press Kit"
"Press Kit - Hi Res.pdf",98805414,6861935,New,,,,,,,,,,,,,,,,,,,,,11/20/19,612,792,"Fact Sheet,Press Kit"
"Press Kit - Hi Res.pdf",98805414,6861935,New,,,,,,,,,,,,,,,,,,,,,11/20/19,612,792,"Fact Sheet,Press Kit"
"55 Hudson Yards Ariel Dusk (c) Related-Oxford-Mitsui.jpg",98805413,6861928,New,"Related Companies",,,,,,,,,,"55 HY Aerial Dusk",,,,,,,,,,11/19/19,3679,6340,"Design Documents,Renderings,Hudson Yards North,55 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
"Matthew Rushing Final Bio.docx",98805408,6861965,New,"Related Companies",,,,,,,,,,"Matthew Rushing Bio - Alvin Ailey",,,,,,,,,,11/19/19,,,"Documents,Final"
"30 Hudson Yards and Retail Viewed from 33rd Street and 10th Avenue (c) Related-Oxford.jpg",98805407,6861923,New,"Related Companies",,,,,,,,,,"30HY and Retail Viewed from 33rd Street and 10th Avenue",,,,,,,,,,11/24/19,2438,3600,"Design Documents,Renderings,Eastern Rail Yard,30 Hudson Yards,Eastern Rail Yard,10 Hudson Yards"
"30 Hudson Yards and Retail Viewed from 33rd Street and 10th Avenue (c) Related-Oxford.jpg",98805407,6861923,New,"Related Companies",,,,,,,,,,"30HY and Retail Viewed from 33rd Street and 10th Avenue",,,,,,,,,,11/24/19,677,1000,"Design Documents,Renderings,Eastern Rail Yard,30 Hudson Yards,Eastern Rail Yard,10 Hudson Yards"
20131204-IMG_3157-Credit+Joe+W-2948231675-O.jpg,98805405,6862008,New,"Related Companies",,,,,,,,,,,,,,,,,,,,11/19/19,2700,1800,"Photographs,Events,Photographers,Joe Woolhead,Eastern Rail Yard,10 Hudson Yards"
"12 08 13 Hudson Yards Exhibit Advisory.docx",98805403,6862013,New,"Related Companies",,,,,,,,,,,,,,,,,,,12/8/13,11/19/19,,,"E-Announcements,ReleasesAmericas,United States,NY - New York,Hudson Yards"
"The View from The Kitchens at The Shops at Hudson Yards (c) Related-Oxford.jpg",98805400,6861919,New,"Related Companies",,,,,,,,,,"The View from The Kitchens at The Shops at HY",,,,,,,,,,11/24/19,5000,3413,"Design Documents,Renderings,Eastern Rail Yard,20 Hudson Yards - Retail"
"The View from The Kitchens at The Shops at Hudson Yards (c) Related-Oxford.jpg",98805400,6861919,New,"Related Companies",,,,,,,,,,"The View from The Kitchens at The Shops at HY",,,,,,,,,,11/24/19,5000,3413,"Design Documents,Renderings,Eastern Rail Yard,20 Hudson Yards - Retail"
"The View from The Kitchens at The Shops at Hudson Yards (c) Related-Oxford.jpg",98805400,6861919,New,"Related Companies",,,,,,,,,,"The View from The Kitchens at The Shops at HY",,,,,,,,,,11/24/19,2000,1365,"Design Documents,Renderings,Eastern Rail Yard,20 Hudson Yards - Retail"
"1.21.2015 - Construction Commences on Fifty Five Hudson Yards.docx",98805395,6861928,New,"Related Companies",,,,,,,,,,"Construction Commences on 55HY",,,,,,,,,1/21/15,11/19/19,,,"E-Announcements,ReleasesAmericas,United States,NY - New York,Hudson Yards"
"1.21.2015 - Construction Commences on Fifty Five Hudson Yards.docx",98805395,6861928,New,"Related Companies",,,,,,,,,,,,,,,,,,,1/21/15,11/19/19,,,"Documents,Hudson Yards North,55 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
HY_Retail_Marketing_FoodiesGuide_May2018.pdf,98805394,6862003,New,,,,,,,,,,,,,,,,,,,,,11/19/19,1080,1080,
"30 Hudson Yards and Retail Viewed from the No. 7 Subway Station (c) Related-Oxford.jpg",98805392,6861923,New,"Related Companies",,,,,,,,,,"30HY and Retail Viewed from the No.7 Subway Station",,,,,,,,,,11/24/19,4620,3026,"Design Documents,Renderings,Eastern Rail Yard,20 Hudson Yards - Retail,Eastern Rail Yard,30 Hudson Yards"
"30 Hudson Yards and Retail Viewed from the No. 7 Subway Station (c) Related-Oxford.jpg",98805392,6861923,New,"Related Companies",,,,,,,,,,"30HY and Retail Viewed from the No.7 Subway Station",,,,,,,,,,11/24/19,900,590,"Design Documents,Renderings,Eastern Rail Yard,20 Hudson Yards - Retail,Eastern Rail Yard,30 Hudson Yards"
"The Kitchens at The Shops at Hudson Yards (c) Related-Oxford.jpeg",98805390,6861923,New,,,,,,,,,,,"The Kitchens at The Shops at HY",,,,,,,,,,11/24/19,5000,3000,"Design Documents,Renderings,Eastern Rail Yard,20 Hudson Yards - Retail"
"55 Hudson Yards Looking West from 34th St. (c) Related-Oxford-Mitsui.jpg",98805389,6861928,New,"Related Companies",,,,,,,,,,"55 HY Looking West from 34th Street",,,,,,,,,,11/24/19,5000,3195,"Design Documents,Renderings,Hudson Yards North,55 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
HY_PressKit_General_100617.pdf,98805388,6861995,New,"Related Companies",,,,,,,,,,,,,,,,,,,10/6/17,11/19/19,612,792,"Americas,United States,NY - New York,Hudson Yards"
"4.14.14 Related and Oxford Team Up to Create the 'First Quantified Community'.docx",98805387,6862014,New,"Related Companies",,,,,,,,,,,,,,,,,,,4/14/14,11/19/19,,,"E-Announcements,ReleasesAmericas,United States,NY - New York,Hudson Yards"
"small 55 Hudson Yards Groundbreaking Excavation - Photo Credit Joe Woolhead.jpg",98805386,6861928,New,"Related Companies",,,,,,,,,,"Small 55HY Groundbreaking Excavation",,,,,,,,,,11/24/19,756,504,"Photographers,Joe Woolhead,Hudson Yards North,55 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
"Retail_Infographic_vFe (2).jpg",98805384,6861918,New,"Related Companies",,,,,,,,,,,,,,,,,,,,11/24/19,1800,2624,"Fact Sheet,GraphicAmericas,United States,NY - New York,Hudson Yards"
"30 Hudson Yards Viewed from 33rd Street and 10th Avenue (c) Related-Oxford.jpg",98805382,6861923,New,"Related Companies",,,,,,,,,,"30HY Viewed from 33rd Street and 10th Avenue",,,,,,,,,,11/24/19,5128,5492,"Design Documents,Renderings,Eastern Rail Yard,30 Hudson Yards"
"30 Hudson Yards Viewed from 33rd Street and 10th Avenue (c) Related-Oxford.jpg",98805382,6861923,New,"Related Companies",,,,,,,,,,"30HY Viewed from 33rd Street and 10th Avenue",,,,,,,,,,11/24/19,840,900,"Design Documents,Renderings,Eastern Rail Yard,30 Hudson Yards"
COACH-HY10.mp4,98805379,6861956,New,"Related Companies",,,,,,,,,,,,,,,,,,,5/31/16,11/29/19,1280,1080,"Videos,Promotional,Approved,Office,Coach Inc.,Eastern Rail Yard,10 Hudson Yards"
COACH-HY10.mp4,98805379,6861956,New,,,,,,,,,,,"Coach - 10HY",,,,,,,,,5/31/16,11/29/19,1280,1080,"Videos,Promotional,Approved,Office,Coach Inc.,Eastern Rail Yard,10 Hudson Yards"
"Evening View of Hudson Yards, from the Hudson River (c) Related-Oxford.jpg.jpeg",98805377,6861946,New,,,,,,,,,,,"Evening View of HY from the Hudson River",,,,,,,,,,11/24/19,5184,2184,"Design Documents,Renderings,Eastern Rail Yard"
"July 15th invite - construction.pdf",98805375,6861939,New,"Related Companies",,,,,,,,,,"Invite for Private Tour of HY - Construction Photo",,,,,,,,,,11/20/19,576,648,"E-Announcements,InvitationsAmericas,United States,NY - New York,Hudson Yards"
HY_PressKit_General_012518.pdf,98805370,6862000,New,"Related Companies",,,,,,,,,,,,,,,,,,,1/25/18,11/19/19,612,792,"Americas,United States,NY - New York,Hudson Yards"
HY_PressKit_General_111417.pdf,98805366,6861994,New,"Related Companies",,,,,,,,,,,,,,,,,,,11/14/17,11/19/19,612,792,"Americas,United States,NY - New York,Hudson Yards"
HY_PressKit_General_051817.pdf,98805365,6861993,New,"Related Companies",,,,,,,,,,,,,,,,,,,5/18/17,11/19/19,612,792,"Americas,United States,NY - New York,Hudson Yards"
HY_PressKit_General_050917.pdf,98805360,6861993,New,"Related Companies",,,,,,,,,,,,,,,,,,,5/9/17,11/19/19,612,792,"Americas,United States,NY - New York,Hudson Yards"
"No. 7 Subway Station at 34th St. (c) Related-Oxford Mitsui.jpg",98805359,6861928,New,"Related Companies",,,,,,,,,,"No. 7 Subway Station at 34th Street",,,,,,,,,,11/24/19,3500,2340,"Design Documents,Renderings"
"04.29.16 Global Law Firm Milbank to Move New York Office to 55 Hudson Yards.docx",98805354,6862018,New,"Related Companies",,,,,,,,,,,,,,,,,,,4/29/16,11/19/19,,,"Documents,Approved,Office,Milbank Tweed Hadley & McCloy LLP,Hudson Yards North,55 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
HY_PressKit_General_061818.pdf,98805351,6862001,New,"Related Companies",,,,,,,,,,,,,,,,,,,6/18/18,11/19/19,612,792,"Americas,United States,NY - New York,Hudson Yards"
"10 Hudson Yards from 30th Street (c) Related-Oxford.jpg",98805350,6861925,New,"Related Companies",,,,,,,,,,"10HY from 30th Street",,,,,,,,,,11/24/19,1000,543,"Design Documents,Renderings,Eastern Rail Yard,10 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
"HYPIS - Lo Res.pdf",98805349,6861928,New,"Related Companies",,,,,,,,,,,,,,,,,,,,11/20/19,612,792,"Fact Sheet,Graphic,Eastern Rail Yard,Land Co-Platform"
"Evening View Of Hudson Yards, From The Hudson River (c) Related-Oxford.jpg",98805348,6861911,New,"Related Companies",,,,,,,,,,"Evening View of HY from the Hudson River",,,,,,,,,,11/24/19,1152,485,"Design Documents,Renderings,Eastern Rail Yard"
"12.04.2012 Mayor Bloomberg and Speaker Quinn Join Related Companies and Oxford Properties Group to Break Ground on 26-Acre Development at Hudson Yards.docx",98805342,6862028,New,"Related Companies",,,,,,,,,,,,,,,,,,,12/4/12,11/19/19,,,"E-Announcements,Releases,Politicians,Mayor Michael Bloomberg,Politicians,Speaker Christine Quinn,Americas,United States,NY - New York,Hudson Yards"
"55 Hudson Yards Curtain Wall Detail (c) Related-Oxford.jpg",98805334,6861923,New,"Related Companies",,,,,,,,,,"55HY Curtain Wall Detail",,,,,,,,,,11/24/19,4000,3523,"Design Documents,Renderings,Hudson Yards North,55 Hudson Yards"
"55 Hudson Yards Curtain Wall Detail (c) Related-Oxford.jpg",98805334,6861923,New,"Related Companies",,,,,,,,,,"55HY Curtain Wall Detail",,,,,,,,,,11/24/19,1000,881,"Design Documents,Renderings,Hudson Yards North,55 Hudson Yards"
"15 Hudson Yards, Viewed From 30th St And 11th Ave - (c) Related-Oxford.jpg",98805330,6861910,New,,,,,,,,,,,"15HY Viewed from 30th Street and 11th Avenue",,,,,,,,,,11/24/19,2500,5000,"Design Documents,Renderings,Eastern Rail Yard,15 Hudson Yards"
"15 Hudson Yards, Viewed From 30th St And 11th Ave - (c) Related-Oxford.jpg",98805330,6861910,New,,,,,,,,,,,"15HY Viewed from 30th Street and 11th Avenue",,,,,,,,,,11/24/19,2500,5000,"Design Documents,Renderings,Eastern Rail Yard,15 Hudson Yards"
"15 Hudson Yards, Viewed From 30th St And 11th Ave - (c) Related-Oxford.jpg",98805330,6861910,New,,,,,,,,,,,"15HY Viewed from 30th Street and 11th Avenue",,,,,,,,,,11/24/19,576,1152,"Design Documents,Renderings,Eastern Rail Yard,15 Hudson Yards"
"10 Hudson Yards Lobby Interior, 10th Avenue Entrance (c) Related-Oxford.jpg",98805329,6861910,New,"Related Companies",,,,,,,,,,"10HY Lobby Interior, 10th Avenue Entrance",,,,,,,,,,11/24/19,5089,3541,"Design Documents,Renderings,Eastern Rail Yard,10 Hudson Yards"
"10 Hudson Yards Lobby Interior, 10th Avenue Entrance (c) Related-Oxford.jpg",98805329,6861910,New,"Related Companies",,,,,,,,,,"10HY Lobby Interior, 10th Avenue Entrance",,,,,,,,,,11/24/19,5089,3541,"Design Documents,Renderings,Eastern Rail Yard,10 Hudson Yards"
"10 Hudson Yards Lobby Interior, 10th Avenue Entrance (c) Related-Oxford.jpg",98805329,6861910,New,"Related Companies",,,,,,,,,,"10HY Lobby Interior, 10th Avenue Entrance",,,,,,,,,,11/24/19,1000,696,"Design Documents,Renderings,Eastern Rail Yard,10 Hudson Yards"
"Platform Graphic - Hi Res.pdf",98805328,6861954,New,"Related Companies",,,,,,,,,,"Platform Graphic",,,,,,,,,,11/20/19,1224,792,"Fact Sheet,Graphic,Eastern Rail Yard,Land Co-Platform,Americas,United States,NY - New York,Hudson Yards"
"55 Hudson Yards Viewed from the High Line (c) Related-Oxford.jpg",98805326,6861923,New,,,,,,,,,,,"55HY Viewed from the High Line",,,,,,,,,,11/24/19,3680,2308,"Design Documents,Renderings,Hudson Yards North,55 Hudson Yards"
"55 Hudson Yards Viewed from the High Line (c) Related-Oxford.jpg",98805326,6861923,New,,,,,,,,,,,"55HY Viewed from the High Line",,,,,,,,,,11/24/19,900,564,"Design Documents,Renderings,Hudson Yards North,55 Hudson Yards"
Presskit_0116_e.pdf,98805324,6861982,New,,,,,,,,,,,,,,,,,,,,,11/19/19,612,792,
HY_PressKit_General_112717.pdf,98805323,6861994,New,"Related Companies",,,,,,,,,,,,,,,,,,,11/27/17,11/19/19,612,792,"Americas,United States,NY - New York,Hudson Yards"
HY_EngineeredCity_May_2016.pdf,98805321,6861982,New,"Related Companies",,,,,,,,,,,,,,,,,,,5/1/16,11/19/19,612,792,"Fact Sheet,Graphic,Eastern Rail Yard,Eastern Rail Yard,Land Co-Platform,Americas,United States,NY - New York,Hudson Yards"
"30 Hudson Yards West Lobby, Lower Level (c) Related-Oxford.jpg",98805315,6861947,New,"Related Companies",,,,,,,,,,"30 HY West Lobby, Lower Level",,,,,,,,,,11/24/19,3883,3150,"Design Documents,RenderingsAmericas,United States,NY - New York,Hudson Yards"
"12.08.13 Hudson Yards Exhibit Advisory.docx",98805310,6862013,New,"Related Companies",,,,,,,,,,,,,,,,,,,12/8/13,11/19/19,,,"E-Announcements,ReleasesAmericas,United States,NY - New York,Hudson Yards"
